# rtl_cycle_trace time_ps	tag	message
1490000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
1490000	S3_WTB_WR	addr=3 d0=-82 d1=-82
1490000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-76 w100=-21 w200=3
1494000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
1494000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
1494000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
1494000	S3_WTB_WR	addr=4 d0=-30 d1=-30
1494000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-76 w100=-21 w200=3
1498000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
1498000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
1498000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
1498000	S3_WTB_WR	addr=5 d0=-74 d1=-74
1498000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-76 w100=-21 w200=3
1502000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
1502000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
1502000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
1502000	S3_WTB_WR	addr=6 d0=-23 d1=-23
1502000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-76 w100=-21 w200=3
1506000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
1506000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
1506000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
1506000	S3_WTB_WR	addr=7 d0=29 d1=29
1506000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-76 w100=-21 w200=3
1510000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
1510000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
1510000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
1510000	S3_WTB_WR	addr=8 d0=18 d1=18
1510000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-76 w100=-21 w200=3
1514000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
1514000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
1514000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
1514000	S3_WTB_WR	addr=9 d0=54 d1=54
1514000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-76 w100=-21 w200=3
1518000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
1518000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
1518000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
1518000	S3_WTB_WR	addr=10 d0=-39 d1=-39
1518000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-76 w100=-21 w200=3
1522000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
1522000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
1522000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
1522000	S3_WTB_WR	addr=11 d0=100 d1=100
1522000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-76 w100=-21 w200=3
1526000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
1526000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
1526000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
1526000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-76 w100=-21 w200=3
1530000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
1530000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
1530000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
1530000	S3_WTB_WR	addr=0 d0=67 d1=67
1530000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-76 w100=-21 w200=3
1534000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
1534000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
1534000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
1534000	S3_WTB_WR	addr=1 d0=-123 d1=-123
1534000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-76 w100=-21 w200=3
1538000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
1538000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
1538000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
1538000	S3_WTB_WR	addr=2 d0=-20 d1=-20
1538000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-76 w100=-21 w200=67
1542000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
1542000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
1542000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
1542000	S3_WTB_WR	addr=3 d0=39 d1=39
1542000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-76 w100=-21 w200=67
1546000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
1546000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
1546000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
1546000	S3_WTB_WR	addr=4 d0=-77 d1=-77
1546000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-76 w100=-21 w200=67
1550000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
1550000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
1550000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
1550000	S3_WTB_WR	addr=5 d0=15 d1=15
1550000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-76 w100=-21 w200=67
1554000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
1554000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
1554000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
1554000	S3_WTB_WR	addr=6 d0=16 d1=16
1554000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-76 w100=-21 w200=67
1558000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
1558000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
1558000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
1558000	S3_WTB_WR	addr=7 d0=-9 d1=-9
1558000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-76 w100=-21 w200=67
1562000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
1562000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
1562000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
1562000	S3_WTB_WR	addr=8 d0=-66 d1=-66
1562000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-76 w100=-21 w200=67
1566000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
1566000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
1566000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
1566000	S3_WTB_WR	addr=9 d0=89 d1=89
1566000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-76 w100=-21 w200=67
1570000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
1570000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
1570000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
1570000	S3_WTB_WR	addr=10 d0=-12 d1=-12
1570000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-76 w100=-21 w200=67
1574000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
1574000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
1574000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
1574000	S3_WTB_WR	addr=11 d0=-67 d1=-67
1574000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-76 w100=-21 w200=67
1578000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
1578000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
1578000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
1578000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-76 w100=-21 w200=67
1582000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
1582000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
1582000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
1582000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-76 w100=-21 w200=67
1586000	S6_FSM	st=0->1 mode=2 kpass=0 seq_done=0 ppu_done_l=0
1586000	S6_SHDW	mode=2 cin=4 cout=4 hin=3 win=20 hout=3 wout=20 kh=3 kw=3
1586000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
1586000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
1586000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
1586000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-76 w100=-21 w200=67
1586000	S7_CFG	mode=0 ci=0 co=0 kh=0 kw=0 hi=0 wi=0 ho=0 wo=0
1590000	S6_FSM	st=1->2 mode=2 kpass=0 seq_done=0 ppu_done_l=0
1590000	S4_AGI	mode=2 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
1590000	S4_AGW	mode=2 bk=0 a0=0 a1=3 cin=0 cg=0 kw=0 kh=0
1590000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
1590000	S5_RTR	mode=2 rin=0 a00=0 a10=0 a20=0 w000=-76 w100=-21 w200=67
1594000	S6_FSM	st=2->3 mode=2 kpass=0 seq_done=0 ppu_done_l=0
1594000	S4_AGI	mode=2 bank=0 addr=1364 ar0=0 ar1=0 pad=1 zp=0 kh=0
1594000	S4_AGW	mode=2 bk=0 a0=0 a1=3 cin=0 cg=0 kw=0 kh=0
1594000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
1594000	S5_RTR	mode=2 rin=0 a00=0 a10=32 a20=-108 w000=-76 w100=-21 w200=67
1598000	S6_FSM	st=3->4 mode=2 kpass=0 seq_done=0 ppu_done_l=0
1598000	S4_AGI	mode=2 bank=0 addr=1364 ar0=0 ar1=0 pad=1 zp=0 kh=0
1598000	S4_AGW	mode=2 bk=0 a0=0 a1=3 cin=0 cg=0 kw=0 kh=0
1598000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
1598000	S5_RTR	mode=2 rin=0 a00=0 a10=32 a20=-108 w000=-76 w100=-21 w200=67
1602000	S6_SEQ	ss=0->1 h=0 wb=0 cg=0 ci=0 kw=0 pe=0 clr=0 ppu=0 pool=0
1602000	S4_AGI	mode=2 bank=0 addr=1364 ar0=0 ar1=0 pad=1 zp=0 kh=0
1602000	S4_AGW	mode=2 bk=0 a0=0 a1=3 cin=0 cg=0 kw=0 kh=0
1602000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
1602000	S5_RTR	mode=2 rin=0 a00=0 a10=32 a20=-108 w000=-76 w100=-21 w200=67
1606000	S6_SEQ	ss=1->2 h=0 wb=0 cg=0 ci=0 kw=0 pe=0 clr=0 ppu=0 pool=0
1606000	S4_AGI	mode=2 bank=0 addr=1364 ar0=0 ar1=0 pad=1 zp=0 kh=0
1606000	S4_AGW	mode=2 bk=0 a0=0 a1=3 cin=0 cg=0 kw=0 kh=0
1606000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
1606000	S5_RTR	mode=2 rin=0 a00=0 a10=32 a20=-108 w000=-76 w100=-21 w200=67
1606000	S5_WIN	k=3 shift_v=0 flush=1 fill=0 tv=0 in0=0 t00=0
1610000	S6_SEQ	ss=2->3 h=0 wb=0 cg=0 ci=0 kw=0 pe=1 clr=1 ppu=0 pool=0
1610000	S4_AGI	mode=2 bank=0 addr=1364 ar0=0 ar1=0 pad=1 zp=0 kh=0
1610000	S4_AGW	mode=2 bk=0 a0=0 a1=3 cin=0 cg=0 kw=0 kh=0
1610000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
1610000	S5_RTR	mode=2 rin=0 a00=0 a10=32 a20=-108 w000=-76 w100=-21 w200=67
1610000	S7_GLBI	r0=0 r1=32 r2=-108 pad0=1 pad1=0 pad2=0 pz=0
1610000	S7_GLBW	w00=-76 w01=95 w10=-21 w20=67
1610000	S7_RT	a00=0 a10=32 a20=-108 g00=-76 g10=-21 g20=67
1610000	S7_ADR	r0=0 r1=0 r2=0 wbk=0 wa0=0 wa1=3
1614000	S6_SEQ	ss=3->4 h=0 wb=0 cg=0 ci=0 kw=0 pe=0 clr=0 ppu=0 pool=0
1614000	S4_AGI	mode=2 bank=0 addr=1364 ar0=0 ar1=0 pad=1 zp=0 kh=0
1614000	S4_AGW	mode=2 bk=0 a0=0 a1=3 cin=0 cg=0 kw=0 kh=0
1614000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
1614000	S5_RTR	mode=2 rin=0 a00=0 a10=32 a20=-108 w000=-76 w100=-21 w200=67
1614000	S5_WIN	k=3 shift_v=1 flush=0 fill=0 tv=0 in0=0 t00=0
1614000	S1_DSP	xa=0 xb=0 w=-76 en=1 clr=1 | acc_a=0 acc_b=0
1614000	S1_PEU	mode=2 x0=0 x1=0 w0=-76 clr=1 psum_v=0 p0=0
1614000	S1_DSP	xa=0 xb=0 w=95 en=1 clr=1 | acc_a=0 acc_b=0
1614000	S1_DSP	xa=0 xb=0 w=-116 en=1 clr=1 | acc_a=0 acc_b=0
1614000	S1_DSP	xa=0 xb=0 w=-110 en=1 clr=1 | acc_a=0 acc_b=0
1614000	S1_DSP	xa=32 xb=-47 w=-21 en=1 clr=1 | acc_a=0 acc_b=0
1614000	S1_DSP	xa=39 xb=-25 w=-82 en=1 clr=1 | acc_a=0 acc_b=0
1614000	S1_DSP	xa=-1 xb=0 w=-23 en=1 clr=1 | acc_a=0 acc_b=0
1614000	S1_DSP	xa=-90 xb=-118 w=54 en=1 clr=1 | acc_a=0 acc_b=0
1614000	S1_DSP	xa=-108 xb=-1 w=67 en=1 clr=1 | acc_a=0 acc_b=0
1614000	S1_DSP	xa=-81 xb=7 w=39 en=1 clr=1 | acc_a=0 acc_b=0
1614000	S1_DSP	xa=19 xb=6 w=16 en=1 clr=1 | acc_a=0 acc_b=0
1614000	S1_DSP	xa=119 xb=66 w=89 en=1 clr=1 | acc_a=0 acc_b=0
1614000	S7_PEC	en act00=0 act01=0 w000=-76 w001=-76 clr=1
1618000	S6_SEQ	ss=4->12 h=0 wb=0 cg=0 ci=0 kw=1 pe=0 clr=0 ppu=0 pool=0
1618000	S4_AGI	mode=2 bank=0 addr=1364 ar0=0 ar1=0 pad=1 zp=0 kh=0
1618000	S4_AGW	mode=2 bk=0 a0=1 a1=4 cin=0 cg=0 kw=1 kh=0
1618000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
1618000	S5_RTR	mode=2 rin=0 a00=0 a10=32 a20=-108 w000=-76 w100=-21 w200=67
1622000	S6_SEQ	ss=12->3 h=0 wb=0 cg=0 ci=0 kw=1 pe=1 clr=0 ppu=0 pool=0
1622000	S4_AGI	mode=2 bank=0 addr=1364 ar0=0 ar1=0 pad=1 zp=0 kh=0
1622000	S4_AGW	mode=2 bk=0 a0=1 a1=4 cin=0 cg=0 kw=1 kh=0
1622000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
1622000	S5_RTR	mode=2 rin=0 a00=0 a10=32 a20=-108 w000=-69 w100=-124 w200=-123
1622000	S7_GLBI	r0=0 r1=32 r2=-108 pad0=1 pad1=0 pad2=0 pz=0
1622000	S7_GLBW	w00=-69 w01=-13 w10=-124 w20=-123
1622000	S7_RT	a00=0 a10=32 a20=-108 g00=-69 g10=-124 g20=-123
1622000	S7_ADR	r0=0 r1=0 r2=0 wbk=0 wa0=1 wa1=4
1626000	S6_SEQ	ss=3->4 h=0 wb=0 cg=0 ci=0 kw=1 pe=0 clr=0 ppu=0 pool=0
1626000	S4_AGI	mode=2 bank=0 addr=1364 ar0=0 ar1=0 pad=1 zp=0 kh=0
1626000	S4_AGW	mode=2 bk=0 a0=1 a1=4 cin=0 cg=0 kw=1 kh=0
1626000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
1626000	S5_RTR	mode=2 rin=0 a00=0 a10=32 a20=-108 w000=-69 w100=-124 w200=-123
1626000	S5_WIN	k=3 shift_v=1 flush=0 fill=1 tv=0 in0=0 t00=0
1626000	S1_DSP	xa=0 xb=0 w=-69 en=1 clr=0 | acc_a=0 acc_b=0
1626000	S1_PEU	mode=2 x0=0 x1=0 w0=-69 clr=0 psum_v=0 p0=0
1626000	S1_DSP	xa=0 xb=0 w=-13 en=1 clr=0 | acc_a=0 acc_b=0
1626000	S1_DSP	xa=0 xb=0 w=-15 en=1 clr=0 | acc_a=0 acc_b=0
1626000	S1_DSP	xa=0 xb=0 w=-37 en=1 clr=0 | acc_a=0 acc_b=0
1626000	S1_DSP	xa=32 xb=-47 w=-124 en=1 clr=0 | acc_a=0 acc_b=0
1626000	S1_DSP	xa=39 xb=-25 w=-30 en=1 clr=0 | acc_a=0 acc_b=0
1626000	S1_DSP	xa=-1 xb=0 w=29 en=1 clr=0 | acc_a=0 acc_b=0
1626000	S1_DSP	xa=-90 xb=-118 w=-39 en=1 clr=0 | acc_a=0 acc_b=0
1626000	S1_DSP	xa=-108 xb=-1 w=-123 en=1 clr=0 | acc_a=0 acc_b=0
1626000	S1_DSP	xa=-81 xb=7 w=-77 en=1 clr=0 | acc_a=0 acc_b=0
1626000	S1_DSP	xa=19 xb=6 w=-9 en=1 clr=0 | acc_a=0 acc_b=0
1626000	S1_DSP	xa=119 xb=66 w=-12 en=1 clr=0 | acc_a=0 acc_b=0
1626000	S7_PEC	en act00=0 act01=0 w000=-69 w001=-69 clr=0
1630000	S6_SEQ	ss=4->12 h=0 wb=0 cg=0 ci=0 kw=2 pe=0 clr=0 ppu=0 pool=0
1630000	S4_AGI	mode=2 bank=0 addr=1364 ar0=0 ar1=0 pad=1 zp=0 kh=0
1630000	S4_AGW	mode=2 bk=0 a0=2 a1=5 cin=0 cg=0 kw=2 kh=0
1630000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
1630000	S5_RTR	mode=2 rin=0 a00=0 a10=32 a20=-108 w000=-69 w100=-124 w200=-123
1634000	S6_SEQ	ss=12->3 h=0 wb=0 cg=0 ci=0 kw=2 pe=1 clr=0 ppu=0 pool=0
1634000	S4_AGI	mode=2 bank=0 addr=1364 ar0=0 ar1=0 pad=1 zp=0 kh=0
1634000	S4_AGW	mode=2 bk=0 a0=2 a1=5 cin=0 cg=0 kw=2 kh=0
1634000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
1634000	S5_RTR	mode=2 rin=0 a00=0 a10=32 a20=-108 w000=107 w100=-26 w200=-20
1634000	S7_GLBI	r0=0 r1=32 r2=-108 pad0=1 pad1=0 pad2=0 pz=0
1634000	S7_GLBW	w00=107 w01=-35 w10=-26 w20=-20
1634000	S7_RT	a00=0 a10=32 a20=-108 g00=107 g10=-26 g20=-20
1634000	S7_ADR	r0=0 r1=0 r2=0 wbk=0 wa0=2 wa1=5
1638000	S6_SEQ	ss=3->4 h=0 wb=0 cg=0 ci=0 kw=2 pe=0 clr=0 ppu=0 pool=0
1638000	S4_AGI	mode=2 bank=0 addr=1364 ar0=0 ar1=0 pad=1 zp=0 kh=0
1638000	S4_AGW	mode=2 bk=0 a0=2 a1=5 cin=0 cg=0 kw=2 kh=0
1638000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
1638000	S5_RTR	mode=2 rin=0 a00=0 a10=32 a20=-108 w000=107 w100=-26 w200=-20
1638000	S5_WIN	k=3 shift_v=1 flush=0 fill=2 tv=0 in0=0 t00=0
1638000	S1_DSP	xa=0 xb=0 w=107 en=1 clr=0 | acc_a=0 acc_b=0
1638000	S1_PEU	mode=2 x0=0 x1=0 w0=107 clr=0 psum_v=1 p0=0
1638000	S1_DSP	xa=0 xb=0 w=-35 en=1 clr=0 | acc_a=0 acc_b=0
1638000	S1_DSP	xa=0 xb=0 w=-5 en=1 clr=0 | acc_a=0 acc_b=0
1638000	S1_DSP	xa=0 xb=0 w=-71 en=1 clr=0 | acc_a=0 acc_b=0
1638000	S1_DSP	xa=32 xb=-47 w=-26 en=1 clr=0 | acc_a=-672 acc_b=987
1638000	S1_DSP	xa=39 xb=-25 w=-74 en=1 clr=0 | acc_a=-3198 acc_b=2050
1638000	S1_DSP	xa=-1 xb=0 w=18 en=1 clr=0 | acc_a=23 acc_b=0
1638000	S1_DSP	xa=-90 xb=-118 w=100 en=1 clr=0 | acc_a=-4860 acc_b=-6372
1638000	S1_DSP	xa=-108 xb=-1 w=-20 en=1 clr=0 | acc_a=-7236 acc_b=-67
1638000	S1_DSP	xa=-81 xb=7 w=15 en=1 clr=0 | acc_a=-3159 acc_b=273
1638000	S1_DSP	xa=19 xb=6 w=-66 en=1 clr=0 | acc_a=304 acc_b=96
1638000	S1_DSP	xa=119 xb=66 w=-67 en=1 clr=0 | acc_a=10591 acc_b=5874
1638000	S1_COLRED	c0l0=-7908 c0l1=920 c1l0=-6357 c3l0=5731
1638000	S7_PEC	en act00=0 act01=0 w000=107 w001=107 clr=0
1638000	S7_PECV	p00=0 p10=-672 p20=-7236
1642000	S6_SEQ	ss=4->5 h=0 wb=0 cg=0 ci=0 kw=0 pe=0 clr=0 ppu=0 pool=0
1642000	S4_AGI	mode=2 bank=0 addr=1364 ar0=0 ar1=0 pad=1 zp=0 kh=0
1642000	S4_AGW	mode=2 bk=0 a0=0 a1=3 cin=0 cg=0 kw=0 kh=0
1642000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
1642000	S5_RTR	mode=2 rin=0 a00=0 a10=32 a20=-108 w000=107 w100=-26 w200=-20
1642000	S7_RED	r00=-7908 r01=920 c00=-7908
1646000	S6_SEQ	ss=5->6 h=0 wb=0 cg=0 ci=0 kw=0 pe=0 clr=0 ppu=1 pool=0
1646000	S4_AGI	mode=2 bank=0 addr=1364 ar0=0 ar1=0 pad=1 zp=0 kh=0
1646000	S4_AGW	mode=2 bk=0 a0=0 a1=3 cin=0 cg=0 kw=0 kh=0
1646000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
1646000	S5_RTR	mode=2 rin=0 a00=0 a10=32 a20=-108 w000=-76 w100=-21 w200=67
1650000	S6_SEQ	ss=6->7 h=0 wb=0 cg=0 ci=0 kw=0 pe=0 clr=0 ppu=0 pool=0
1650000	S4_AGI	mode=2 bank=0 addr=1364 ar0=0 ar1=0 pad=1 zp=0 kh=0
1650000	S4_AGW	mode=2 bk=0 a0=0 a1=3 cin=0 cg=0 kw=0 kh=0
1650000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
1650000	S5_RTR	mode=2 rin=0 a00=0 a10=32 a20=-108 w000=-76 w100=-21 w200=67
1650000	S1_COLRED	c0l0=1408 c0l1=6871 c1l0=-1290 c3l0=7813
1650000	S7_PECV	p00=0 p10=-4640 p20=6048
1654000	S6_SEQ	ss=7->8 h=0 wb=0 cg=0 ci=0 kw=0 pe=0 clr=0 ppu=0 pool=0
1654000	S4_AGI	mode=2 bank=0 addr=1364 ar0=0 ar1=0 pad=1 zp=0 kh=0
1654000	S4_AGW	mode=2 bk=0 a0=0 a1=3 cin=0 cg=0 kw=0 kh=0
1654000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
1654000	S5_RTR	mode=2 rin=0 a00=0 a10=32 a20=-108 w000=-76 w100=-21 w200=67
1654000	S7_RED	r00=1408 r01=6871 c00=1408
1658000	S6_SEQ	ss=8->9 h=0 wb=0 cg=0 ci=0 kw=0 pe=0 clr=0 ppu=0 pool=0
1658000	S4_AGI	mode=2 bank=0 addr=1364 ar0=0 ar1=0 pad=1 zp=0 kh=0
1658000	S4_AGW	mode=2 bk=0 a0=0 a1=3 cin=0 cg=0 kw=0 kh=0
1658000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
1658000	S5_RTR	mode=2 rin=0 a00=0 a10=32 a20=-108 w000=-76 w100=-21 w200=67
1662000	S6_SEQ	ss=9->2 h=1 wb=0 cg=0 ci=0 kw=0 pe=0 clr=0 ppu=0 pool=0
1662000	S4_AGI	mode=2 bank=0 addr=1364 ar0=0 ar1=0 pad=1 zp=0 kh=0
1662000	S4_AGW	mode=2 bk=0 a0=0 a1=3 cin=0 cg=0 kw=0 kh=0
1662000	S4_AGO	h=1 wb=0 cg=0 o0=1 o1=1 o2=1 o3=1
1662000	S5_RTR	mode=2 rin=0 a00=0 a10=32 a20=-108 w000=-76 w100=-21 w200=67
1662000	S5_WIN	k=3 shift_v=0 flush=1 fill=3 tv=1 in0=0 t00=0
1662000	S1_COLRED	c0l0=2736 c0l1=8113 c1l0=-5391 c3l0=-9160
1662000	S7_PECV	p00=0 p10=-5472 p20=8208
1666000	S6_SEQ	ss=2->3 h=1 wb=0 cg=0 ci=0 kw=0 pe=1 clr=1 ppu=0 pool=0
