# rtl_cycle_trace time_ps	tag	message
610000	S6_SEQ	ss=8->9 h=2 wb=0 cg=0 ci=0 kw=0 pe=0 clr=0 ppu=0 pool=0
610000	S4_AGI	mode=0 bank=1 addr=0 ar0=0 ar1=0 pad=0 zp=0 kh=0
610000	S4_AGW	mode=0 bk=0 a0=0 a1=3 cin=0 cg=0 kw=0 kh=0
610000	S4_AGO	h=2 wb=0 cg=0 o0=2 o1=2 o2=2 o3=2
610000	S5_RTR	mode=0 rin=1 a00=21 a10=-70 a20=0 w000=-78 w100=-56 w200=3
614000	S6_SEQ	ss=9->11 h=2 wb=0 cg=0 ci=0 kw=0 pe=0 clr=0 ppu=0 pool=0
614000	S4_AGI	mode=0 bank=1 addr=0 ar0=0 ar1=0 pad=0 zp=0 kh=0
614000	S4_AGW	mode=0 bk=0 a0=0 a1=3 cin=0 cg=0 kw=0 kh=0
614000	S4_AGO	h=2 wb=0 cg=0 o0=2 o1=2 o2=2 o3=2
614000	S5_RTR	mode=0 rin=1 a00=21 a10=-70 a20=0 w000=-78 w100=-56 w200=3
614000	S1_COLRED	c0l0=5250 c0l1=-2574 c1l0=18949 c3l0=8498
614000	S7_PECV	p00=-3780 p10=9030 p20=0
618000	S6_SEQ	ss=11->0 h=2 wb=0 cg=0 ci=0 kw=0 pe=0 clr=0 ppu=0 pool=0
618000	S4_AGI	mode=0 bank=1 addr=0 ar0=0 ar1=0 pad=0 zp=0 kh=0
618000	S4_AGW	mode=0 bk=0 a0=0 a1=3 cin=0 cg=0 kw=0 kh=0
618000	S4_AGO	h=2 wb=0 cg=0 o0=2 o1=2 o2=2 o3=2
618000	S5_RTR	mode=0 rin=1 a00=21 a10=-70 a20=0 w000=-78 w100=-56 w200=3
618000	S7_RED	r00=5250 r01=-2574 c00=5250
622000	S4_AGI	mode=0 bank=1 addr=0 ar0=0 ar1=0 pad=0 zp=0 kh=0
622000	S4_AGW	mode=0 bk=0 a0=0 a1=3 cin=0 cg=0 kw=0 kh=0
622000	S4_AGO	h=2 wb=0 cg=0 o0=2 o1=2 o2=2 o3=2
622000	S5_RTR	mode=0 rin=1 a00=21 a10=-70 a20=0 w000=-78 w100=-56 w200=3
622000	S2_PPU_IN	p0=5250 p1=-2574 bias=0 m=1 sh=10 zp=0 act=1
622000	S2_PPU_IN	p0=18949 p1=-38654 bias=0 m=1 sh=10 zp=0 act=1
622000	S2_PPU_IN	p0=-889 p1=-2640 bias=0 m=1 sh=10 zp=0 act=1
622000	S2_PPU_IN	p0=8498 p1=-11782 bias=0 m=1 sh=10 zp=0 act=1
622000	S7_PSUM	c00=5250 c01=-2574 c10=18949 c20=-889 c30=8498
662000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=0 zp=0 kh=0
662000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
662000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
662000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=0 w100=0 w200=0
666000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
666000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
666000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
666000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-78 w100=-56 w200=3
670000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
670000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
670000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
670000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-78 w100=-56 w200=3
674000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
674000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
674000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
674000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-78 w100=-56 w200=3
678000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
678000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
678000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
678000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-78 w100=-56 w200=3
682000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
682000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
682000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
682000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-78 w100=-56 w200=3
686000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
686000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
686000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
686000	S3_INB_WR	ap=0 addr=0 d0=-23 d1=62
686000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-78 w100=-56 w200=3
690000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
690000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
690000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
690000	S3_INB_WR	ap=0 addr=1 d0=-125 d1=17
690000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-78 w100=-56 w200=3
694000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
694000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
694000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
694000	S3_INB_WR	ap=0 addr=2 d0=-75 d1=89
694000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-78 w100=-56 w200=3
698000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
698000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
698000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
698000	S3_INB_WR	ap=0 addr=3 d0=92 d1=-85
698000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-78 w100=-56 w200=3
702000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
702000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
702000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
702000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-78 w100=-56 w200=3
706000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
706000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
706000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
706000	S3_INB_WR	ap=0 addr=0 d0=90 d1=-28
706000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-78 w100=-56 w200=3
710000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
710000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
710000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
710000	S3_INB_WR	ap=0 addr=1 d0=-94 d1=46
710000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-78 w100=-56 w200=3
714000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
714000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
714000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
714000	S3_INB_WR	ap=0 addr=2 d0=64 d1=77
714000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-78 w100=-56 w200=3
718000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
718000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
718000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
718000	S3_INB_WR	ap=0 addr=3 d0=98 d1=2
718000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-78 w100=-56 w200=3
722000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
722000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
722000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
722000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-78 w100=-56 w200=3
726000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
726000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
726000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
726000	S3_INB_WR	ap=0 addr=0 d0=-26 d1=8
726000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-78 w100=-56 w200=3
730000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
730000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
730000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
730000	S3_INB_WR	ap=0 addr=1 d0=69 d1=-67
730000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-78 w100=-56 w200=3
734000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
734000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
734000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
734000	S3_INB_WR	ap=0 addr=2 d0=71 d1=36
734000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-78 w100=-56 w200=3
738000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
738000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
738000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
738000	S3_INB_WR	ap=0 addr=3 d0=26 d1=96
738000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-78 w100=-56 w200=3
742000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
742000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
742000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
742000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-78 w100=-56 w200=3
746000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
746000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
746000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
746000	S3_WTB_WR	addr=0 d0=-36 d1=-36
746000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-78 w100=-56 w200=3
750000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
750000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
750000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
750000	S3_WTB_WR	addr=1 d0=-126 d1=-126
750000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-78 w100=-56 w200=3
754000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
754000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
754000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
754000	S3_WTB_WR	addr=2 d0=19 d1=19
754000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-36 w100=-56 w200=3
758000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
758000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
758000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
758000	S3_WTB_WR	addr=3 d0=123 d1=123
758000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-36 w100=-56 w200=3
762000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
762000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
762000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
762000	S3_WTB_WR	addr=4 d0=58 d1=58
762000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-36 w100=-56 w200=3
766000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
766000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
766000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
766000	S3_WTB_WR	addr=5 d0=35 d1=35
766000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-36 w100=-56 w200=3
770000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
770000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
770000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
770000	S3_WTB_WR	addr=6 d0=18 d1=18
770000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-36 w100=-56 w200=3
774000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
774000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
774000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
774000	S3_WTB_WR	addr=7 d0=-39 d1=-39
774000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-36 w100=-56 w200=3
778000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
778000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
778000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
778000	S3_WTB_WR	addr=8 d0=66 d1=66
778000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-36 w100=-56 w200=3
782000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
782000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
782000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
782000	S3_WTB_WR	addr=9 d0=126 d1=126
782000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-36 w100=-56 w200=3
786000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
786000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
786000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
786000	S3_WTB_WR	addr=10 d0=18 d1=18
786000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-36 w100=-56 w200=3
790000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
790000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
790000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
790000	S3_WTB_WR	addr=11 d0=19 d1=19
790000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-36 w100=-56 w200=3
794000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
794000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
794000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
794000	S3_WTB_WR	addr=12 d0=-33 d1=-33
794000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-36 w100=-56 w200=3
798000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
798000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
798000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
798000	S3_WTB_WR	addr=13 d0=70 d1=70
798000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-36 w100=-56 w200=3
802000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
802000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
802000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
802000	S3_WTB_WR	addr=14 d0=-77 d1=-77
802000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-36 w100=-56 w200=3
806000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
806000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
806000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
806000	S3_WTB_WR	addr=15 d0=104 d1=104
806000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-36 w100=-56 w200=3
810000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
810000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
810000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
810000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-36 w100=-56 w200=3
814000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
814000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
814000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
814000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-36 w100=-56 w200=3
818000	S6_FSM	st=0->1 mode=1 kpass=0 seq_done=0 ppu_done_l=0
818000	S6_SHDW	mode=1 cin=4 cout=4 hin=3 win=20 hout=3 wout=20 kh=1 kw=1
818000	S4_AGI	mode=0 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
818000	S4_AGW	mode=0 bk=0 a0=0 a1=0 cin=0 cg=0 kw=0 kh=0
818000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
818000	S5_RTR	mode=0 rin=0 a00=0 a10=0 a20=0 w000=-36 w100=-56 w200=3
818000	S7_CFG	mode=0 ci=0 co=0 kh=0 kw=0 hi=0 wi=0 ho=0 wo=0
822000	S6_FSM	st=1->2 mode=1 kpass=0 seq_done=0 ppu_done_l=0
822000	S4_AGI	mode=1 bank=0 addr=0 ar0=0 ar1=0 pad=1 zp=0 kh=0
822000	S4_AGW	mode=1 bk=0 a0=0 a1=4 cin=0 cg=0 kw=0 kh=0
822000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
822000	S5_RTR	mode=1 rin=0 a00=0 a10=0 a20=0 w000=-36 w100=0 w200=0
826000	S6_FSM	st=2->3 mode=1 kpass=0 seq_done=0 ppu_done_l=0
826000	S4_AGI	mode=1 bank=0 addr=0 ar0=0 ar1=0 pad=0 zp=0 kh=0
826000	S4_AGW	mode=1 bk=0 a0=0 a1=4 cin=0 cg=0 kw=0 kh=0
826000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
826000	S5_RTR	mode=1 rin=0 a00=-23 a10=0 a20=0 w000=-36 w100=0 w200=0
830000	S6_FSM	st=3->4 mode=1 kpass=0 seq_done=0 ppu_done_l=0
830000	S4_AGI	mode=1 bank=0 addr=0 ar0=0 ar1=0 pad=0 zp=0 kh=0
830000	S4_AGW	mode=1 bk=0 a0=0 a1=4 cin=0 cg=0 kw=0 kh=0
830000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
830000	S5_RTR	mode=1 rin=0 a00=-23 a10=0 a20=0 w000=-36 w100=0 w200=0
834000	S6_SEQ	ss=0->1 h=0 wb=0 cg=0 ci=0 kw=0 pe=0 clr=0 ppu=0 pool=0
834000	S4_AGI	mode=1 bank=0 addr=0 ar0=0 ar1=0 pad=0 zp=0 kh=0
834000	S4_AGW	mode=1 bk=0 a0=0 a1=4 cin=0 cg=0 kw=0 kh=0
834000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
834000	S5_RTR	mode=1 rin=0 a00=-23 a10=0 a20=0 w000=-36 w100=0 w200=0
838000	S6_SEQ	ss=1->2 h=0 wb=0 cg=0 ci=0 kw=0 pe=0 clr=0 ppu=0 pool=0
838000	S4_AGI	mode=1 bank=0 addr=0 ar0=0 ar1=0 pad=0 zp=0 kh=0
838000	S4_AGW	mode=1 bk=0 a0=0 a1=4 cin=0 cg=0 kw=0 kh=0
838000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
838000	S5_RTR	mode=1 rin=0 a00=-23 a10=0 a20=0 w000=-36 w100=0 w200=0
838000	S5_WIN	k=1 shift_v=0 flush=1 fill=0 tv=0 in0=-23 t00=0
842000	S6_SEQ	ss=2->3 h=0 wb=0 cg=0 ci=0 kw=0 pe=1 clr=1 ppu=0 pool=0
842000	S4_AGI	mode=1 bank=0 addr=0 ar0=0 ar1=0 pad=0 zp=0 kh=0
842000	S4_AGW	mode=1 bk=0 a0=0 a1=4 cin=0 cg=0 kw=0 kh=0
842000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
842000	S5_RTR	mode=1 rin=0 a00=-23 a10=0 a20=0 w000=-36 w100=0 w200=0
842000	S5_WIN	k=1 shift_v=1 flush=0 fill=0 tv=0 in0=-23 t00=0
842000	S1_DSP	xa=-23 xb=62 w=-36 en=1 clr=1 | acc_a=0 acc_b=0
842000	S1_PEU	mode=1 x0=-23 x1=62 w0=-36 clr=1 psum_v=0 p0=0
842000	S1_DSP	xa=-23 xb=62 w=58 en=1 clr=1 | acc_a=0 acc_b=0
842000	S1_DSP	xa=-23 xb=62 w=66 en=1 clr=1 | acc_a=0 acc_b=0
842000	S1_DSP	xa=-23 xb=62 w=-33 en=1 clr=1 | acc_a=0 acc_b=0
842000	S1_DSP	xa=0 xb=0 w=0 en=1 clr=1 | acc_a=0 acc_b=0
842000	S1_DSP	xa=0 xb=0 w=0 en=1 clr=1 | acc_a=0 acc_b=0
842000	S1_DSP	xa=0 xb=0 w=0 en=1 clr=1 | acc_a=0 acc_b=0
842000	S1_DSP	xa=0 xb=0 w=0 en=1 clr=1 | acc_a=0 acc_b=0
842000	S1_DSP	xa=0 xb=0 w=0 en=1 clr=1 | acc_a=0 acc_b=0
842000	S1_DSP	xa=0 xb=0 w=0 en=1 clr=1 | acc_a=0 acc_b=0
842000	S1_DSP	xa=0 xb=0 w=0 en=1 clr=1 | acc_a=0 acc_b=0
842000	S1_DSP	xa=0 xb=0 w=0 en=1 clr=1 | acc_a=0 acc_b=0
842000	S7_PEC	en act00=-23 act01=62 w000=-36 w001=-36 clr=1
842000	S7_GLBI	r0=-23 r1=-23 r2=-23 pad0=0 pad1=0 pad2=0 pz=0
842000	S7_GLBW	w00=-36 w01=58 w10=-56 w20=3
842000	S7_RT	a00=-23 a10=0 a20=0 g00=-36 g10=0 g20=0
842000	S7_ADR	r0=0 r1=0 r2=0 wbk=0 wa0=0 wa1=4
846000	S6_SEQ	ss=3->4 h=0 wb=0 cg=0 ci=0 kw=0 pe=0 clr=0 ppu=0 pool=0
846000	S4_AGI	mode=1 bank=0 addr=0 ar0=0 ar1=0 pad=0 zp=0 kh=0
846000	S4_AGW	mode=1 bk=0 a0=0 a1=4 cin=0 cg=0 kw=0 kh=0
846000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
846000	S5_RTR	mode=1 rin=0 a00=-23 a10=0 a20=0 w000=-36 w100=0 w200=0
850000	S6_SEQ	ss=4->5 h=0 wb=0 cg=0 ci=0 kw=0 pe=0 clr=0 ppu=0 pool=0
850000	S4_AGI	mode=1 bank=0 addr=0 ar0=0 ar1=0 pad=0 zp=0 kh=0
850000	S4_AGW	mode=1 bk=0 a0=0 a1=4 cin=0 cg=0 kw=0 kh=0
850000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
850000	S5_RTR	mode=1 rin=0 a00=-23 a10=0 a20=0 w000=-36 w100=0 w200=0
854000	S6_SEQ	ss=5->13 h=0 wb=0 cg=0 ci=1 kw=0 pe=0 clr=0 ppu=0 pool=0
854000	S4_AGI	mode=1 bank=0 addr=0 ar0=0 ar1=0 pad=0 zp=0 kh=0
854000	S4_AGW	mode=1 bk=0 a0=1 a1=5 cin=1 cg=0 kw=0 kh=0
854000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
854000	S5_RTR	mode=1 rin=0 a00=-23 a10=0 a20=0 w000=-36 w100=0 w200=0
858000	S6_SEQ	ss=13->12 h=0 wb=0 cg=0 ci=1 kw=0 pe=0 clr=0 ppu=0 pool=0
858000	S4_AGI	mode=1 bank=0 addr=1 ar0=1 ar1=1 pad=0 zp=0 kh=0
858000	S4_AGW	mode=1 bk=0 a0=1 a1=5 cin=1 cg=0 kw=0 kh=0
858000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
858000	S5_RTR	mode=1 rin=0 a00=-23 a10=0 a20=0 w000=-126 w100=0 w200=0
862000	S6_SEQ	ss=12->3 h=0 wb=0 cg=0 ci=1 kw=0 pe=1 clr=0 ppu=0 pool=0
862000	S4_AGI	mode=1 bank=0 addr=1 ar0=1 ar1=1 pad=0 zp=0 kh=0
862000	S4_AGW	mode=1 bk=0 a0=1 a1=5 cin=1 cg=0 kw=0 kh=0
862000	S4_AGO	h=0 wb=0 cg=0 o0=0 o1=0 o2=0 o3=0
